name,description,ref,image,price,provider,category_level1,category_level2,category_level3,in_stock
Hansel Et Gretel,RESUME : HANSEL ET GRETELHansel et Gretel s'enfoncent dans la forêt et aperçoivent une maison de bonbon. Échapperont-il à la sorcière ?AUTEUR Carine HinderAGEà partir de 3 ans,https://www.kibo.mg/tananarive/bd-et-jeunesse/11160-hansel-et-gretel.html,https://www.kibo.mg/tananarive/11696-home_default/hansel-et-gretel.jpg,30000.0,Kibo,papeterie,bd-et-jeunesse,__none__,1
Frankenstein,"RÉSUMÉ : FRANKENSTEINPar une nuit d'orage, Victor Frankenstein parvient à ""animer la matière inerte"" mais, horrifié par sa créature, il l'abandonne. Livré à lui-même, rejeté par tous, le monstre se révolte contre son créateur. Entre fantastique et science-fiction, Mary Shelley peint un être aussi effrayant que touchant, qui aspire désespérément à se rapprocher des hommes... TOUT POUR COMPRENDRE - Notes lexicales - Biographie de l'autrice - Contexte historique et littéraire - Genèse et genre de l'oeuvre - Chronologie TOUT POUR RÉUSSIR - Questions sur l'oeuvre - Histoire des arts - Éducation aux médias et à l'information GROUPEMENT DE TEXTES - L'homme artificiel CAHIER ICONOGRAPHIQUE.AUTEURSHELLEY MARYAGECollège",https://www.kibo.mg/tananarive/scolaire-et-universitaire/37850-frankenstein.html,https://www.kibo.mg/tananarive/34550-home_default/frankenstein.jpg,18000.0,Kibo,papeterie,scolaire-et-universitaire,__none__,1
Gagner N'Est Pas Jouer,"RESUME : GAGNER N'EST PAS JOUER
Ne jamais sous-estimer les victimes... Un vieil homme est sauvagement assassiné à New York. À ses côtés, une toile de maître disparue depuis vingt ans et une valise portant les inscriptions WHL III. Windsor Horne Lockwood III. Win. Un privé aux méthodes très spéciales, héritier d'une influente famille américaine. Quel lien entre ce crime abject et les Lockwood ? Si le FBI peine à comprendre, Win sait qu'il tient ici la chance de résoudre enfin l'énigme de l'enlèvement de sa cousine, survenu vingt ans plus tôt lors du vol du tableau. Il faut dire qu'il a trois atouts qui manquent au FBI : un lien personnel avec l'affaire, une grande fortune, et un sens de la justice qui n'appartient qu'à lui...
AUTEUR
Coben Harlan
AGE
ADULTES",https://www.kibo.mg/tananarive/bd-et-jeunesse/11230-gagner-n-est-pas-jouer.html,https://www.kibo.mg/tananarive/11617-home_default/gagner-n-est-pas-jouer.jpg,54000.0,Kibo,papeterie,bd-et-jeunesse,__none__,1
Glen affric,"RESUME DU LIVRE  GLEN AFFRIC - LITTERATURE ET FICTIONLe nouveau poche très attendu de la reine du polar français Je suis un idiot, un imbécile, un crétin. Je nai pas de cervelle.Léonard se répète ce refrain chaque jour et chaque nuit, une suite de mots cruels quil entend dans la cour, dans la rue. Son quotidien.Léo le triso. Léonard le bâtard.Léonard nest pas comme les autres et il a compris que le monde naime pas ceux qui sont différents. Alors il rêve parfois de disparaître.Être ailleurs. Loin dici.À Glen Affric.Mais les rêves de certains sont voués à finir en cauchemars Douzième roman de lautrice, Glen Affric est un thriller psychologique bouleversant sur la différence et lamitié, où le plus beau côtoie le pire. Indétrônable créatrice démotions fortes et authentiques, Karine Giebel nous plonge comme elle seule sait le faire au plus profond de lâme humaine.À propos de lautriceKarine Giebel est lautrice de plusieurs romans primés dont le prix SNCF du polar et le prix Polar francophone du festival de Cognac. Ses livres se sont vendus à plus de deux millions dexemplaires à ce jour et sont traduits dans une douzaine de langues. « Un thriller psychologique à vous arracher des larmes » Julie Malaure, Le Point« Un polar pour le pire et le meilleur. » Marina Carrère dEncausse« Un thriller psychologique sur la différence et lamitié. Émotions fortes garanties. » ELLE« Une figure majeure du polar. » François Lestavel, Paris Match« Un thriller qui nous glace autant quil nous émeut. » Femme Actuelle« La reine du thriller psychologique brosse un monde sans pitié, régi par la cruauté et l'intolérance. Et pourtant, l'amour y affleure à tout moment. Un sommet d'émotion. » Le Parisien Week-end CONSEILS FNACAUTEUR Giebel KarineAGEADULTE",https://www.kibo.mg/tananarive/litterature-et-fictions/38057-glen-affric.html,https://www.kibo.mg/tananarive/34753-home_default/glen-affric.jpg,59000.0,Kibo,papeterie,litterature-et-fictions,__none__,1
Hikaru No Go Luxe T02,"RESUME : HIKARU NO GO LUXE T02Akira Tôya, fils du meilleur joueur professionnel de go du Japon, est déjà un prodige. Lors d'un match contre Hikaru, il se rend compte de la présence d'un esprit à l'intérieur du corps de son adversaire. Après avoir fait connaissance avec les personnages dans le premier volume, l'intrigue commence enfin !AUTEUR Hotta-Y+Obata-TAGEà partir de 12 ans",https://www.kibo.mg/tananarive/bd-et-jeunesse/11217-hikaru-no-go-luxe-t02.html,https://www.kibo.mg/tananarive/11662-home_default/hikaru-no-go-luxe-t02.jpg,74000.0,Kibo,papeterie,bd-et-jeunesse,__none__,1
Hikaru No Go Luxe T04,"RESUME : HIKARU NO GO LUXE T04Le tournoi des collèges terminé, voilà que Hikaru et Saï découvrent un nouveau monde appelé Internet. Devant les coups de Saï"", le mystérieux et très fort cyber-joueur, les amateurs de go cherchent à savoir qui est ce maître du go qui ne perd aucune partie... ""AUTEUR Hotta-Y+Obata-TAGEà partir de 12 ans",https://www.kibo.mg/tananarive/bd-et-jeunesse/11218-hikaru-no-go-luxe-t04.html,https://www.kibo.mg/tananarive/11663-home_default/hikaru-no-go-luxe-t04.jpg,74000.0,Kibo,papeterie,bd-et-jeunesse,__none__,1
Hikaru No Go Luxe T05,"RESUME : HIKARU NO GO LUXE T05Après son entrée réussie dans le monde professionnel, Akira affronte pour la première fois Ôza Zama lors des Shin Shodan Series"" !! De son côté, sur les traces d'Akira, Hikaru fait ses premiers pas dans les épreuves Insei qui devraient le conduire, lui aussi, dans le monde professionnel !!""AUTEUR Hotta-Y+Obata-TAGEà partir de 12 ans",https://www.kibo.mg/tananarive/bd-et-jeunesse/11219-hikaru-no-go-luxe-t05.html,https://www.kibo.mg/tananarive/11664-home_default/hikaru-no-go-luxe-t05.jpg,74000.0,Kibo,papeterie,bd-et-jeunesse,__none__,1
Gomme bleu rouge 40 50x20x10mm,"GOMME BLEU ROUGE CENTRUM 40 50x20x10MM
 Cette gomme bleu rouge trouvera tout de suite sa place dans une trousse et accompagnera les écoliers au quotidien. Elle allie durabilité, efficacité et praticité. 
 UNE GOMME BLEU ROUGE A METTRE DANS LA TROUSSE DE VOTRE JEUNE ENFANT
 Dans la liste des fournitures scolaires, la gomme est un must. Elle aide les écoliers à effacer les traces de crayon et parfois les erreurs réalisées au stylo. Si vous êtes en quête d’un modèle aussi efficace que durable, nous vous suggérons le classique gomme bleu rouge de la marque Centrum. 
 Grâce à ses deux faces aux couleurs différentes, cette gomme possède un design original qui séduira n’importe quel étudiant. La partie rouge se compose principalement de caoutchouc. Elle vous aidera à effacer les coups de crayon réalisés sur du papier. La partie bleue qui est fabriquée en pierre ponce vous sera utile pour effacer les autres types de surfaces tels que le carton ou encore la tapisserie. 
 L’atout de cette gomme bleu rouge réside surtout dans son efficacité ainsi que sa robustesse. Elle accompagnera les écoliers tout au long de l’année scolaire et bien plus encore…
 AVANTAGES 

 Pratique
 Efficace
 Permet d’effacer les coups de crayon sur différentes surfaces
 Dimensions : 50 x 20 x10 mm",https://www.kibo.mg/tananarive/fournitures-scolaires-et-bureau/6834-gomme-bleu-rouge-40-50x20x10mm-1860520572680.html,https://www.kibo.mg/tananarive/7108-home_default/gomme-bleu-rouge-40-50x20x10mm.jpg,600.0,Kibo,papeterie,fournitures-scolaires-et-bureau,__none__,1
Identités croisées,"RÉSUMÉ : IDENTITÉS CROISÉESPlongez dans le passé du mystérieux Wilde..Il vit loin du monde, dans une forêt du New Jersey. C'est un enquêteur aux méthodes très spéciales. Nul ne sait d'où il vient, pas même lui.AUTEURCOBEN HARLANAGEAdulte",https://www.kibo.mg/tananarive/litterature-et-fictions/37841-identites-croisees.html,https://www.kibo.mg/tananarive/34541-home_default/identites-croisees.jpg,51000.0,Kibo,papeterie,litterature-et-fictions,__none__,1
Jack Et Le Haricot - Les Lectures Naturelles,"RESUME : JACK ET LE HARICOT - LES LECTURES NATURELLESUn livre pour entrer dans la lecture dès la maternelle.
Des phrases courtes et un vocabulaire simple adaptés aux lecteurs débutantsAUTEUR Jimmy R. RatsimandresyAGEMaternelle",https://www.kibo.mg/tananarive/scolaire-et-universitaire/11239-jack-et-le-haricot-les-lectures-naturelles.html,https://www.kibo.mg/tananarive/11674-home_default/jack-et-le-haricot-les-lectures-naturelles.jpg,29000.0,Kibo,papeterie,scolaire-et-universitaire,__none__,1
Haza'Lahy,"RESUME : HAZA'LAHYLa découverte du corps émasculé d'un petit garçon vezo* crée une vague de panique à Morondava. Les rumeurs de trafic d'organes qui circulent dans cette petite ville de la côte ouest malgache finissent par interpeler la capitale. Afin d'apaiser le climat hostile grandissant, les hautes autorités missionnent Ny Ravo, expert légiste indépendant, pour appuyer la police locale et faire toute la lumière sur cette sordide affaire. Une mission presque routinière pour Ny Ravo qui va s'avérer... plus compliquée que prévu !AUTEUR Sogno PierreAGEadulte",https://www.kibo.mg/tananarive/bd-et-jeunesse/11151-haza-lahy.html,https://www.kibo.mg/tananarive/11668-home_default/haza-lahy.jpg,99000.0,Kibo,papeterie,bd-et-jeunesse,__none__,1
Helen grace - tome 10 - action ou verite,"RÉSUMÉ : HELEN GRACE - TOME 10 - ACTION OU VÉRITÉEt si on jouait à un jeu ? Le 10? opus de la saga Helen Grace. Une vague de criminalité frappe Southampton : un incendie parti de rien, un vol de voiture qui tourne mal, un meurtre dans un parc. Rien ne semble rapprocher ces événements et pourtant, quelque chose les relie. Au fur et à mesure de son enquête, Helen Grace observe avec effroi un puzzle machiavélique prendre forme. Toute la ville est menacée. Face à cette affaire d'une ampleur et d'une complexité inédites, Helen parviendra-t-elle à protéger les habitants de Southampton ?AUTEURARLIDGE M. J.AGEAdulte",https://www.kibo.mg/tananarive/litterature-et-fictions/37816-helen-grace-tome-10-action-ou-verite.html,https://www.kibo.mg/tananarive/34516-home_default/helen-grace-tome-10-action-ou-verite.jpg,56000.0,Kibo,papeterie,litterature-et-fictions,__none__,1
Hikaru No Go Luxe T06,"RESUME : HIKARU NO GO LUXE T06Hikaru a trouvé chez son grand-père un vieux goban et en le touchant, il a levé la malédiction qui retenait prisonnier Saï, un génie du jeu de go de l'époque Heïan. Cette rencontre et celle d'Akira Toya, fils prodige d'un champion de go entraînent Hikaru dans le monde du jeu de go. Après le tournoi des collèges, où l'équipe Hazé de Hikaru a été disqualifiée, laissant la victoire au célèbre collège Kaïo, Hikaru fonde un club de go avec Kimihiro Tsutsui. De son côté, Akira a compris que sa seule chance de disputer une partie avec Hikaru est de participer au prochain tournoi des collèges. Il décide alors de s'inscrire au club de go de Kaïo... Les 20 volumes sont réédités au rythme de 1 tous les 2 mois. Suivez les aventures de Hikaru en 0 volumes et découvrez 1 000 ans d'histoire dans un manga passionnant autour du jeu de go ! Frappant à la porte du Ki-in, Hikaru a droit à un accueil on ne peut plus mouvementé ! S'il réussit à se placer dans les seize premiers du niveau 1 Inseï, il aura la possibilité d'affronter Akira dans le tournoi où s'affrontent pros et Inseï ! Objectif « le tournoi des jeunes lions » !! Dans le prochain volume... Hikaru continue d'avancer dans son examen professionnel, tout en poursuivant son apprentissage auprès de Saï. C'est ainsi que, peu à peu, Hikaru se fait un nom auprès de Yun, l'instructeur de ses camarades Insei, ou encore du jeune Coréen Su-Yong Hong. Voici enfin les premières épreuves professionnelles pour Hikaru !AUTEUR Black AllisonAGEà partir de 12 ans",https://www.kibo.mg/tananarive/bd-et-jeunesse/11220-hikaru-no-go-luxe-t06.html,https://www.kibo.mg/tananarive/11661-home_default/hikaru-no-go-luxe-t06.jpg,74000.0,Kibo,papeterie,bd-et-jeunesse,__none__,1
Histoire d'une mouette et du chat qui lui apprit a voler,"RÉSUMÉ : HISTOIRE D'UNE MOUETTE ET DU CHAT QUI LUI APPRIT À VOLERZorbas le chat a promis à la mouette qui est venue mourir sur son balcon de couver son dernier uf, de protéger le poussin et de lui apprendre à voler. À travers leurs aventures, on découvre la solidarité, la tendresse, la nature et la poésie.AUTEURSEPULVEDA LUISAGEAdulte",https://www.kibo.mg/tananarive/litterature-et-fictions/37825-histoire-d-une-mouette-et-du-chat-qui-lui-apprit-a-voler.html,https://www.kibo.mg/tananarive/34525-home_default/histoire-d-une-mouette-et-du-chat-qui-lui-apprit-a-voler.jpg,35000.0,Kibo,papeterie,litterature-et-fictions,__none__,1
Histoires comme ca - texte intégral,"RÉSUMÉ : HISTOIRES COMME CA - TEXTE INTÉGRALDouze petits contes à travers lesquels Kipling nous explique, avec humour, comment le chameau a acquis sa bosse, le rhinocéros sa peau ou le léopard ses taches, comment le chien est devenu domestiqué tandis que le chat a refusé la soumission, comment on écrivit la première lettre et comment il s'ensuivit la naissance de l'alphabet.AUTEURKIPLING/JARRIEAGEà partir de 9 ans",https://www.kibo.mg/tananarive/scolaire-et-universitaire/37883-histoires-comme-ca-texte-integral.html,https://www.kibo.mg/tananarive/34583-home_default/histoires-comme-ca-texte-integral.jpg,36000.0,Kibo,papeterie,scolaire-et-universitaire,__none__,1
Imagier de l'Amérique latine,"RESUME : IMAGIER DE L'AMÉRIQUE LATINELa collection des imagiers accordéon, un premier tour du monde aux couleurs vives et gaies, qui ouvre les yeux de l'enfant sur la richesse de cultures différentes.

Le cactus, le carnaval, le ballon de football, le pirhana, les maisons en couleurs, le hamac, le tatou, le toucan, le chullo... trente images pour découvrir l'Amérique latine.AUTEUR Handford MartinAGEà partir de 2 ans",https://www.kibo.mg/tananarive/litterature-et-fictions/11161-imagier-de-l-amerique-latine.html,https://www.kibo.mg/tananarive/11629-home_default/imagier-de-l-amerique-latine.jpg,69000.0,Kibo,papeterie,litterature-et-fictions,__none__,1
Je découvre Madagascar,"RESUME : JE DÉCOUVRE MADAGASCAROù se situe Madagascar ? Qui est Andrianampoinimerina ? Comment s'organise le discours traditionnel malgache appelé Kabary ? Qu'est-ce qu'un zébu ? De quoi est composé le plat de vary amin'anana ? ...

Ce livre a été spécialement conçu par une maman pour découvrir Madagascar à travers :
- 10 thèmes soigneusement illustrés qui révèlent les mille facettes de la Grande Ile (histoire, géographie, coutumes, cuisine …)
- 500 mots et exemples ludiques pour s’exprimer en malgache au quotidien
- 17 planches de dessins pour apprendre et mémoriser facilement chaque mot dans un contexte (famille, école, maison, chiffres, …)
- Une présentation attrayante : colorée et aérée
- Un confort de lecture avec une police agrandie et adaptée aux personnes dyslexiquesAUTEUR Fumagalli SimonAGEà partir de 6 ans",https://www.kibo.mg/tananarive/scolaire-et-universitaire/11162-je-decouvre-madagascar.html,https://www.kibo.mg/tananarive/11701-home_default/je-decouvre-madagascar.jpg,89000.0,Kibo,papeterie,scolaire-et-universitaire,__none__,1
Jean Laborde Pour L'Amour,"RESUME : JEAN LABORDE POUR L'AMOURJean Laborde Pour l'amour d'une reine Après s'être enrichi en Inde, Jean Laborde (1805-1878) regagne la France avec une précieuse cargaison, mais son bateau vient se fracasser sur les côtes malgaches... Un naufrage total, qui ne l'empêchera pas après d'extraordinaires aventures de devenir l'homme le plus influent de Madagascar. Or, la reine Ranavalona est un tyran absolu dont le despotisme jette une ombre sur tout l'océan Indien. Elle qui a accédé au trône par un coup d'état est surnommée par les Français le « Caligula femelle ». Comment cette reine impitoyable et raciste se laisse-t- elle piéger par l'amour d'un Blanc ? De cette passion irrésistible naîtront l'essor économique de Madagascar et son entrée dans l'ère moderne. En toile de fond d'une histoire d'amour hors du commun, on trouve la lutte coloniale entre la France et l'Angleterre, exacerbée par celle qui oppose planteurs de la Réunion et colons de l'île Maurice. Cette histoire authentique se déroule en une fresque somptueuse où l'auteur s'ébat avec un sens exceptionnel du suspense et de l'action : combats, scènes érotiques, marchés d'esclaves, messes catholiques, caprices grandioses dignes de Caligula... Pierre Sogno servi par un style vif et coloré nous donne ici un roman à la fois beau et passionnant.AUTEUR Pruche De Lastelle MAGEAdulte",https://www.kibo.mg/tananarive/litterature-et-fictions/11222-jean-laborde-pour-l-amour.html,https://www.kibo.mg/tananarive/11667-home_default/jean-laborde-pour-l-amour.jpg,149000.0,Kibo,papeterie,litterature-et-fictions,__none__,1
Kalo angano,"RÉSUMÉ : KALO ANGANOIfaramalemy et Ikotobekibo, c'est l'histoire d'un petit garçon qui avait un gros ventre, et d'une petite fille boiteuse. Il s'agit d'un conteAUTEURLeonardo FRANSISCA;Ny EjaAGEde 0 à 6 ans",https://www.kibo.mg/tananarive/contes-livres-pour-enfant/37911-kalo-angano.html,https://www.kibo.mg/tananarive/34611-home_default/kalo-angano.jpg,110000.0,Kibo,papeterie,contes-livres-pour-enfant,__none__,1
Kalo Tome 1,"RESUME : KALO TOME 1KALO, livre sonore illustré avec des comptines et chansons traditionnelles incontournables pour les enfants en ""malagasy"" volume 1 (chanté). À chaque page, on trouvera ces titres : Oio Ndeha Hianatra Izahay, Lalao e lalao a, Mandihiza Rahitsikitsika, Iny hono izy Ravorombazaha et Diavolana.AUTEUR Rakotoson MicheleAGEà partir de 2 ans",https://www.kibo.mg/tananarive/loisirs-activites-et-travaux-manuels/11163-kalo-tome-1.html,https://www.kibo.mg/tananarive/11672-home_default/kalo-tome-1.jpg,100000.0,Kibo,papeterie,loisirs-activites-et-travaux-manuels,__none__,1
Kalo Tome 3,"RESUME : KALO TOME 3
KALO, livre sonore illustré avec des comptines et chansons traditionnelles incontournables pour les enfants en ""malagasy"" volume 3. À chaque page, on trouvera ces titres : Indreto ny voron-kely, Ny Pangalana, Izy iry ambony iry ?, Koman sa va Doudou ?, Tia zaza et Raosy jamba.
AUTEUR
Jimmy R. Ratsimandresy
AGE
à partir de 2 ans",https://www.kibo.mg/tananarive/loisirs-activites-et-travaux-manuels/11164-kalo-tome-3.html,https://www.kibo.mg/tananarive/11673-home_default/kalo-tome-3.jpg,100000.0,Kibo,papeterie,loisirs-activites-et-travaux-manuels,__none__,1
Kit de traçage 4 pièces incassables,,https://www.kibo.mg/tananarive/fournitures-scolaires-et-bureau/49620-kit-de-tracage-4-pieces-incassables.html,https://www.kibo.mg/tananarive/42792-home_default/kit-de-tracage-4-pieces-incassables.jpg,22900.0,Kibo,papeterie,fournitures-scolaires-et-bureau,__none__,1
Kit de traçage incassable x 4 pièces,,https://www.kibo.mg/tananarive/fournitures-scolaires-et-bureau/49640-kit-de-tracage-incassable-x-4-pieces.html,https://www.kibo.mg/tananarive/42780-home_default/kit-de-tracage-incassable-x-4-pieces.jpg,22900.0,Kibo,papeterie,fournitures-scolaires-et-bureau,__none__,1
King of scars - tome 2 - le règne des loups,"RÉSUMÉ : KING OF SCARS - TOME 2 - LE REGNE DES LOUPSLE ROI DÉMON Ravka est encerclé d'ennemis et Nikolai a réveillé un fléau ancestral dévorant tout sur son passage. Et si pour sauver son royaume, le jeune monarque devait faire appel aux ténèbres qui sommeillent en lui ? LA FILLE DES TEMPÊTES, Zoya Nazyalensky, générale de la Seconde Armée, détient de nouveaux pouvoirs extraordinaires. Seront-ils suffisants pour faire d'elle l'arme dont son pays a désespérément besoin ? LA REINE DES SANGLOTS Sous une fausse identité, Nina s'est infiltrée au plus près du pouvoir ennemi, en plein territoire fjerdan. Les motivations de l'espionne n'iraient-elles pas bien au-delà du simple patriotisme ? UN ROI. UNE GÉNÉRALE. UNE ESPIONNE. Trois destins capables de façonner l'avenir d'un pays. Ou d'en provoquer la chute.AUTEURBARDUGO LEIGHAGEà partir de 13 ans",https://www.kibo.mg/tananarive/bd-et-jeunesse/37777-king-of-scars-tome-2-le-regne-des-loups.html,https://www.kibo.mg/tananarive/34477-home_default/king-of-scars-tome-2-le-regne-des-loups.jpg,53000.0,Kibo,papeterie,bd-et-jeunesse,__none__,1
Kosteau le poisson qui n'aimait pas l'eau,"RESUME DU LIVRE KOSTEAU - LE POISSON QUI N'AIMAIT PAS L'EAU - BD ET JEUNESSEDans la famille Roach, Kosteau ne fait rien comme ses frères et puis... il est allergique à leau ! Réussira-t-il à échapper aux moqueries et à affronter les membres de la famille Brochet, ses ennemis de toujours ? Yveline Richard a 35 ans d'expérience dans l'éducation nationale en France. Elle met en place des formations et des tutorats pour les futurs enseignants et analyse des pratiques pédagogiques. Elle participe à la gestion de projets de classes artistiques et culturelles, réalise des documents pédagogiques.AUTEURYveline / Caroline RichardAGEà partir de 3 ans",https://www.kibo.mg/tananarive/bd-et-jeunesse/37931-kosteau-le-poisson-qui-n-aimait-pas-l-eau.html,https://www.kibo.mg/tananarive/34631-home_default/kosteau-le-poisson-qui-n-aimait-pas-l-eau.jpg,27000.0,Kibo,papeterie,bd-et-jeunesse,__none__,1
L'affaire Alaska Sanders,"RESUME DU LIVRE  L'AFFAIRE ALASKA SANDERS - LITTERATURE ET FICTIONAvril 1999. Mount Pleasant, une paisible bourgade du New Hampshire, est bouleversée par un meurtre. Le corps d'une jeune femme, Alaska Sanders, est retrouvé au bord d'un lac. L'enquête est rapidement bouclée, la police obtenant les aveux du coupable et de son complice. Onze ans plus tard, l'affaire rebondit. Le sergent Perry Gahalowood, de la police d'Etat du New Hampshire, persuadé d'avoir élucidé le crime à l'époque, reçoit une troublante lettre anonyme. Et s'il avait suivi une fausse piste ? L'aide de son ami l'écrivain Marcus Goldman, qui vient de remporter un immense succès avec La Vérité sur l'Affaire Harry Quebert, inspiré de leur expérience commune, ne sera pas de trop pour découvrir la vérité. Joël DICKER est né en 1985 à Genève où il vit toujours. Ses romans, traduits dans le monde entier, ont passionné des millions de lecteurs.AUTEUR Dicker JoelAGEAdultes",https://www.kibo.mg/tananarive/litterature-et-fictions/38056-l-affaire-alaska-sanders.html,https://www.kibo.mg/tananarive/34752-home_default/l-affaire-alaska-sanders.jpg,55000.0,Kibo,papeterie,litterature-et-fictions,__none__,1
L'ami retrouvé,"RÉSUMÉ : L'AMI RETROUVE1932, en Allemagne. Hans, fils d'un médecin juif, rencontre Conrad, issu d'une famille aristocratique et protestante. Une amitié naît entre ces deux garçons que rien ne semblait devoir réunir. Mais le nazisme qui monte répand son poison dans les esprits, et une barrière se dresse peu à peu entre Hans et Conrad...AUTEURUHLMAN FREDAGEà partir de 9 ans",https://www.kibo.mg/tananarive/scolaire-et-universitaire/37885-l-ami-retrouve.html,https://www.kibo.mg/tananarive/34585-home_default/l-ami-retrouve.jpg,33000.0,Kibo,papeterie,scolaire-et-universitaire,__none__,1
L'epopee de gilgamesh,"RÉSUMÉ : L'EPOPEE DE GILGAMESHLa première épopée de l'histoire de l'humanité, adaptée par Jacques Cassabois, dans une édition enrichie de nombreux compléments pédagogiques.AUTEURCASSABOIS/POTELETAGECollège",https://www.kibo.mg/tananarive/scolaire-et-universitaire/37856-l-epopee-de-gilgamesh.html,https://www.kibo.mg/tananarive/34556-home_default/l-epopee-de-gilgamesh.jpg,23000.0,Kibo,papeterie,scolaire-et-universitaire,__none__,1
L'étoile rebelle,RESUME DU LIVRE  L'ÉTOILE REBELLE - BD ET JEUNESSEUn spin-off de La belle étoile abordant des sujets difficiles avec délicatesse.Je m'appelle : MouseMon âge : 14 ansJe suis : battant et solitaireMon style : sweat à capuche et bombe de peintureJ'aime : regarder les étoilesJe rêve : de redonner des couleurs aux murs de ma villeMon problème : j'ai mis en rogne le dealer de mon quartier...AUTEUR Cassidy CathyAGEà partir de 13 ans,https://www.kibo.mg/tananarive/bd-et-jeunesse/38018-l-etoile-rebelle.html,https://www.kibo.mg/tananarive/34714-home_default/l-etoile-rebelle.jpg,40000.0,Kibo,papeterie,bd-et-jeunesse,__none__,1
L'Oie D'Or,"RESUME : L'OIE D'OR
Un livre à lire seul dès la maternelle
AUTEUR
Alvarez/Machado
AGE
Maternelle",https://www.kibo.mg/tananarive/scolaire-et-universitaire/11250-l-oie-d-or.html,https://www.kibo.mg/tananarive/11688-home_default/l-oie-d-or.jpg,34000.0,Kibo,papeterie,scolaire-et-universitaire,__none__,1
L'Archipel Des Oublies,"RESUME : L'ARCHIPEL DES OUBLIESLe dernier opus de la trilogie Grace Campbell. Avec le retour de Sarah Geringën!Les inspectrices Grace Campbell et Sarah Geringën le savent. Malgré leurs caractères opposés, elles doivent unir leurs forces pour neutraliser l' ""homme sans visage"", l'architecte du plan diabolique qui mènera l'humanité à sa perte.
Seule piste : un manoir égaré dans les brumes d'Écosse. Derrière les volets clos de la demeure, l'ombre d'une jeune veuve austère, en apparence innocente. Mais cette femme est-elle vraiment ce qu'elle prétend être...AUTEUR Beuglet NicolasAGEADULTES",https://www.kibo.mg/tananarive/nature-et-voyages/11231-l-archipel-des-oublies.html,https://www.kibo.mg/tananarive/11619-home_default/l-archipel-des-oublies.jpg,47600.0,Kibo,papeterie,nature-et-voyages,__none__,1
L'école perdue,"RÉSUMÉ : L'ÉCOLE PERDUE""Cette histoire est arrivée dans un tout petit village d'Afrique de l'Ouest. Mon village n'a pas de nom. On l'appelle le ""Village"". Moi, je l'appelle ""le néant"". Aujourd'hui, je suis le nouvel instituteur de mon village. Et chaque jour, j'ai de moins en moins d'élèves. Ils disparaissent un à un dans une étrange bâtisse blanche, d'où ils ressortent avec de l'argent. Il faut que j'aille les chercher pour les ramener à l'école.""AUTEURBEN JELLOUNAGEà partir de 9 ans",https://www.kibo.mg/tananarive/contes-livres-pour-enfant/37884-l-ecole-perdue.html,https://www.kibo.mg/tananarive/34584-home_default/l-ecole-perdue.jpg,33000.0,Kibo,papeterie,contes-livres-pour-enfant,__none__,1
L'envol,"RESUME DU LIVRE  L'ENVOL - LITTERATURE ET FICTIONEntre une mère et sa fille, lamour reste toujours fragile. Entre bienveillance et malentendus, envie dêtre ensemble et désir démancipation, portraits croisés dune mère célibataire, Gabrielle, et de sa fille unique, Lili. Dabord fusionnelle, leur relation se distend quand lécole puis lascension sociale de la fille viennent heurter les rêves plus modestes de la mère. Un roman touchant, beau et émouvant sur lamour filial, qui interroge les différences de classes, les notions de réussite et de bonheur, et qui pose surtout la question que nous avons tous dû affronter : peut-on grandir sans trahir ?Son roman le plus personnel.  Marie Richeux, « Le Book Club», France Culture.Magnifique. Marie Lenglet, Ouest-France.Un coup de cur. David Lantin, « La Scène culture», France Bleu.Son roman le plus touchant et le plus intime.  Holly Goli, 20 Minutes.AUTEUR Valognes AurelieAGEADULTES",https://www.kibo.mg/tananarive/litterature-et-fictions/38006-l-envol.html,https://www.kibo.mg/tananarive/34702-home_default/l-envol.jpg,48000.0,Kibo,papeterie,litterature-et-fictions,__none__,1
L'inconnu du pacifique,"RÉSUMÉ : L'INCONNU DU PACIFIQUELe capitaine James Cook fut l'un des plus grands marins du XVIIIe siècle. Lors de ses trois voyages autour du monde, il découvrit de nouvelles terres, pour la plupart des îles de l'océan Pacifique. Sa dernière expédition dans le Pacifique se déroula entre 1776 et 1779 : James Cook fit escale en Nouvelle-Zélande, affronta les icebergs et la banquise, inscrivit les îles Sandwich sur sa carte.AUTEURHALLEUX/ROCAAGEà partir de 9 ans",https://www.kibo.mg/tananarive/scolaire-et-universitaire/37882-l-inconnu-du-pacifique.html,https://www.kibo.mg/tananarive/34582-home_default/l-inconnu-du-pacifique.jpg,36000.0,Kibo,papeterie,scolaire-et-universitaire,__none__,1
